b'"actual_costs_to_report_date","adopted_budget","amended_budget","available_balance","category","date","date_created","department","project_description","project_id","project_year","spent","subcategory","tax_supported_utilities"
"89330.21","550000","550000","460669.79","Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Corporate Projects","PS Accounts Receivable Billing","1200001516","2016","16.24",,"Tax Supported (including Transit)"
"942275.9","1000000","996250","53974.1","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","15-LI-01-Granular Imp","1806101415","2015","94.58","Streets Renewals","Tax Supported (including Transit)"
"37730.31","401000","401000","363269.69","Communications Network Infrastructure","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Corporate Support Services","Communications Network Infr","3401200017","2017","9.41",,"Tax Supported (including Transit)"
"0","500000","500000","500000","Building Communities II - Phase 2","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Building Comm Initiative III","6351200016","2016","0",,"Tax Supported (including Transit)"
"67388.9","1500000","1500000","1432611.1","Interceptors","2016-02-29T00:00:00.000","2016-03-10T00:00:00.000","Sewage Disposal Utility","NE Interceptor River Crossing","2037001515","2015","4.49"," ","Utilities"
"0","500000","500000","500000","Public Art Strategy","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Public Art Strategy","6351400717","2017","0",,"Tax Supported (including Transit)"
"448332.79","700000","697725","249392.21","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Academy-Campbell/Renfrew","1804100716","2016","64.26","Streets Renewals","Tax Supported (including Transit)"
"396082.91","1500000","1499000","1102917.09","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Bicycle Corridors","1832000416","2016","26.42","Active Transportation Facilities","Tax Supported (including Transit)"
"1486674.23","0","1550490","63815.77","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Residential TBO C","1806101916","2016","95.88","Street Renewals","Tax Supported (including Transit)"
"62326.61","100000","100000","37673.39","NEWPCC","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","NEWPCC HVAC Replacement","2031002613","2013","62.33",,"Utilities"
"3679630.27","2746128","4203830.02","524199.75","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 15-R-02B AECOM","1806101115","2015","87.53","Street Renewals","Tax Supported (including Transit)"
"390816.32","500000","500000","109183.68","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Granular Road - Road Oiling","1806101215","2015","78.16","Streets Renewals","Tax Supported (including Transit)"
"3965238.82","5800000","5800000","1834761.18","Indoor Aquatic Facilities","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Transcona Centennial Pool    M","6392010113","2013","68.37",,"Tax Supported (including Transit)"
"0","1000000","1000000","1000000","Distributed Control System","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","Process Control Sys Upgrade","2040000617","2017","0",,"Utilities"
"4534919.71","5225000","5225000","690080.29","Pumping Stations","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Waterworks Utility","Pump Stn/Resevoir Upgrades","2005001215","2015","86.79",,"Utilities"
"233432.3","0","271429","37996.7","Recreation and Leisure Facilities","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","St. Vital Ward        P","6399080113","2013","86",,"Tax Supported (including Transit)"
"599998.98","600000","600000","1.02","Riverbank Greenway Programs","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Riverbank Greenway Programs","6351300115","2015","100",,"Tax Supported (including Transit)"
"8247.28","65000","65000","56752.72","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","LennoxAve-Asph Conc Ln Pav 16x","1420213415","2015","12.69",,"Tax Supported (including Transit)"
"245157.46","433000","433000","187842.54","New Recreation and Leisure Facility Equipment Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","East Elmwood CC - Amenities  M","6251000315","2015","56.62",,"Tax Supported (including Transit)"
"2677525.584","4900000","2960000","282474.42","Wastewater Sewage Treatment Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","NEWPCC Surgewell Con. Asmnt","2031000903","2003","90.46",,"Utilities"
"43055.49","500000","500000","456944.51","Library Replacement - Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Millennium Library  MakerSpace","6210634216","2016","8.61",,"Tax Supported (including Transit)"
"314425.54","300000","334025","19599.46","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Henderson NB-Springfld/Whelams","1804102016","2016","94.13","Streets Renewals","Tax Supported (including Transit)"
"0","21400000","21400000","21400000","Combined Sewer Overflow (CSO) Management Strategy & Miscellaneous Mitigation","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","CSO Man Strat /Basement Flood","2038000117","2017","0",,"Utilities"
"2185268.29","2234542","2486162.47","300894.18","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Lane Renewals 15-RL-01 KGS","1806300115","2015","87.9","Lane Renewals","Tax Supported (including Transit)"
"452338.8","1400000","1400000","947661.2","Riverbank Stabilization","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","Riverbank Stab/Phys Asset Prot","6351300215","2015","32.31",,"Tax Supported (including Transit)"
"2305893.97","2800000","2668000","362106.03","Parks and Open Space","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Parks & Rec Enhancement      P","1857000115","2015","86.43","Community Park Amenities","Tax Supported (including Transit)"
"64207.07","0","90000","25792.93","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","PC-Grassie Blvd. & Molson St.","1804300214","2014","71.34","Streets Renewals","Tax Supported (including Transit)"
"99763.92","2000000","1341500","1241736.08","Parks and Open Space","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Regional/Community Parks-Bldgs","1854000114","2014","7.44","Community Parks","Tax Supported (including Transit)"
"0","3129576.83","3129576.83","3129576.83","Police Headquarters","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Winnipeg Police Service","North District Police Station","6322003016","2016","0",,"Tax Supported (including Transit)"
"957854.19","1500000","1500000","542145.81","Recreation Refurbishment & Redevelopment","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Pan Am Pool-Facility Upgrades","6253001115","2015","63.86",,"Tax Supported (including Transit)"
"540899.79","850000","550000","9100.21","Communications Network Infrastructure","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Corporate Support Services","Communication Tower Relocation","3401203016","2016","98.35",,"Tax Supported (including Transit)"
"767568.23","2100000","1780675","1013106.77","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Int Airport Area Pavemt Improv","1804102115","2015","43.11","Streets Renewals","Tax Supported (including Transit)"
"7409306.16","17881000","17257011.78","9847705.62","Combined Sewer Overflow (CSO) Management Strategy & Miscellaneous Mitigation","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","CSO Man Strat /Basement Flood","2038000115","2015","42.94",,"Utilities"
"2639228.2","2962166","2952538.96","313310.76","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","LSR 16-R-04 AECOM","1806100516","2016","89.39","Street Renewals","Tax Supported (including Transit)"
"0","3245000","3245000","3245000","Local Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","St. James Bridge South Bound","1805001317","2017","0","Waterway Crossings and Grade Separations Various","Tax Supported (including Transit)"
"468416.44","2000000","2000000","1531583.56","SW Rapid Tr Corridor","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Transit","Land Acquisition","4230010716","2016","23.42",,"Tax Supported (including Transit)"
"53978.4","0","54000","21.6","Other","2016-03-31T00:00:00.000","2016-04-13T00:00:00.000","City Clerks","ICF-Cameras Illegal Dumping","0400051715","2015","99.96"," ","Tax Supported (including Transit)"
"0","300000","300000","300000","Parks and Open Space","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Parks Master Plan","1854000117","2017","0","Community Parks","Tax Supported (including Transit)"
"566928.01","948000","948000","381071.99","Floodplain Mgmt","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Water & Waste - Land Drainage and Flood Control","Flood Manual Upgrades","2070001214","2014","59.8",,"Tax Supported (including Transit)"
"0","1500000","1500000","1500000","Parks and Open Space","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Boat Docks & Lauches","1856000217","2017","0","Pathway/Roadway/Tennis Court Upgrading","Tax Supported (including Transit)"
"38049.4","1030000","1030000","991950.6","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Traffic Signals Improvements","1831100117","2017","3.69","Traffic Engineering Improvements","Tax Supported (including Transit)"
"3097.44","500000","500000","496902.56","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","McPhillips-College/Mountain","1804101817","2017","0.62","Streets Renewals","Tax Supported (including Transit)"
"414905.47","585400","585400","170494.53","Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Fire Paramedic Service","Next Generation 911","2105000014","2015","70.88",,"Tax Supported (including Transit)"
"1173960.47","450000","1700000","526039.53","WEWPCC","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","WEWPCC - Effluent Monitoring P","203310010B","2015","69.06",,"Utilities"
"37200","1039000","1039000","1001800","Recreation Refurbishment & Redevelopment","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Spray Pad - Freighthouse","6254000117","2017","3.58",,"Tax Supported (including Transit)"
"216272.54","0","582000","365727.46","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","St.James/Midtown Bridge Rd Wrk","1804102516","2016","37.16","Streets Renewals","Tax Supported (including Transit)"
"0","240000","240000","240000","Security/Building Automation Systems Incentives","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Security/Building Automation","6331002616","2016","0",,"Tax Supported (including Transit)"
"64319.97","75000","75000","10680.03","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","BristolAve-Asph Conc Ln Pav 16","1420211715","2015","85.76",,"Tax Supported (including Transit)"
"35351","250000","250000","214649","Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Fire Paramedic Service","Standards of Coverage","2111010016","2016","14.14",,"Tax Supported (including Transit)"
"0","35500","35500","35500","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","Perfanick Dr-BLVD-17.5ft North","1420230114","2014","0",,"Tax Supported (including Transit)"
"78308.6","83000","83000","4691.4","Local Improvements - Ongoing Program","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Local Improvements","Edgewood St Asph Con Ln Pav","1420210515","2015","94.35",,"Tax Supported (including Transit)"
"0","974000","974000","974000","Other","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Planning, Property and Development","BIZ Zones Image Rtes Main Sts","6351241517","2017","0",,"Tax Supported (including Transit)"
"17557.15","525000","525000","507442.85","Arenas","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","Arenas","6391000115","2015","3.34",,"Tax Supported (including Transit)"
"89752.93","500000","440000","350247.07","Library Replacement - Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Community Services (including Community Incentive Grants)","Library Tech Upgrade/Replace","6210634415","2015","20.4",,"Tax Supported (including Transit)"
"1082541.61","0","1600000","517458.39","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Downtown Reg Streets","1804200415","2015","67.66","Sidewalk and Curb Repair","Tax Supported (including Transit)"
"0","222000","222000","222000","Gen Building Renovation and Refurbishment","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Municipal Accommodations","General Building Reno/Refurb","6331000217","2017","0",,"Tax Supported (including Transit)"
"890483.69","891600","891600","1116.31","Various","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Fire Paramedic Service","Facilities Repl/Relocate Progr","2111000015","2015","99.87",,"Tax Supported (including Transit)"
"752474.3","0","902413.03","149938.73","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Chancellor Matheson Pathway","1832000515","2015","83.38","Active Transportation Facilities","Tax Supported (including Transit)"
"2162006.3","1500000","3595125","1433118.7","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Sidewk /Curb Renew-Dntn Reg St","1804200216","2016","60.14","Streets Renewals","Tax Supported (including Transit)"
"0","400000","400000","400000","Lift Station","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Sewage Disposal Utility","D\'Arcy Lift Stn Load Shedding","2035000616","2016","0",,"Utilities"
"2800410.3","4750000","4734562.5","1934152.2","Regional Streets","2017-04-30T00:00:00.000","2017-06-09T10:13:49.000","Public Works","Logan-Keewatin/Blake","1804101516","2016","59.15","Streets Renewals","Tax Supported (including Transit)"
